File1,File2,TF-IDF Similarity,Semantic Similarity,Tense Change,Voice Change
org-058.txt,FID-013.txt,0.11,0.93,False,False
org-058.txt,FID-014.txt,0.08,0.95,False,False
org-058.txt,FID-015.txt,0.05,0.9,False,False
org-058.txt,FID-016.txt,0.04,0.86,False,False
org-058.txt,FID-017.txt,0.04,0.92,False,False
org-058.txt,FID-018.txt,0.05,0.9,False,False
org-058.txt,FID-019.txt,0.06,0.91,True,False
org-058.txt,FID-020.txt,0.02,0.92,False,False
org-058.txt,FID-021.txt,0.0,0.84,False,False
org-058.txt,FID-022.txt,0.06,0.91,False,False
org-058.txt,FID-023.txt,0.09,0.92,True,False
org-058.txt,FID-024.txt,0.13,0.93,False,False
org-058.txt,FID-025.txt,0.05,0.93,True,False
org-058.txt,FID-026.txt,0.06,0.86,False,False
org-058.txt,FID-027.txt,0.04,0.91,False,False
org-058.txt,FID-028.txt,0.04,0.88,False,False
org-058.txt,FID-029.txt,0.09,0.9,True,False
org-058.txt,FID-030.txt,0.04,0.94,False,False
org-059.txt,FID-001.txt,0.05,0.91,False,False
org-059.txt,FID-002.txt,0.09,0.92,False,True
org-059.txt,FID-003.txt,0.06,0.92,False,False
org-059.txt,FID-004.txt,0.04,0.91,True,False
org-059.txt,FID-005.txt,0.83,0.99,False,False
org-059.txt,FID-006.txt,0.1,0.93,False,False
org-059.txt,FID-007.txt,0.07,0.95,False,False
org-059.txt,FID-008.txt,0.09,0.85,False,False
org-059.txt,FID-009.txt,0.05,0.93,True,False
org-059.txt,FID-010.txt,0.05,0.87,False,False
org-059.txt,FID-011.txt,0.06,0.91,False,False
org-059.txt,FID-012.txt,0.21,0.91,False,False
org-059.txt,FID-013.txt,0.04,0.87,False,False
org-059.txt,FID-014.txt,0.04,0.91,False,False
org-059.txt,FID-015.txt,0.01,0.89,False,False
org-059.txt,FID-016.txt,0.13,0.85,False,False
org-059.txt,FID-017.txt,0.03,0.89,False,False
org-059.txt,FID-018.txt,0.06,0.9,False,False
org-059.txt,FID-019.txt,0.04,0.87,True,False
org-059.txt,FID-020.txt,0.03,0.93,False,False
org-059.txt,FID-021.txt,0.04,0.86,False,False
org-059.txt,FID-022.txt,0.03,0.91,False,False
org-059.txt,FID-023.txt,0.07,0.92,True,False
org-059.txt,FID-024.txt,0.08,0.91,False,False
org-059.txt,FID-025.txt,0.04,0.92,True,False
org-059.txt,FID-026.txt,0.02,0.87,False,False
org-059.txt,FID-027.txt,0.04,0.88,False,False
org-059.txt,FID-028.txt,0.03,0.86,False,False
org-059.txt,FID-029.txt,0.03,0.88,True,False
org-059.txt,FID-030.txt,0.03,0.94,False,False
org-060.txt,FID-001.txt,0.04,0.92,True,False
org-060.txt,FID-002.txt,0.08,0.93,True,True
org-060.txt,FID-003.txt,0.01,0.91,True,False
org-060.txt,FID-004.txt,0.12,0.93,False,False
org-060.txt,FID-005.txt,0.15,0.94,True,False
org-060.txt,FID-006.txt,0.07,0.94,True,False
org-060.txt,FID-007.txt,0.04,0.94,True,False
org-060.txt,FID-008.txt,0.05,0.88,True,False
org-060.txt,FID-009.txt,0.04,0.95,False,False
org-060.txt,FID-010.txt,0.04,0.87,True,False
org-060.txt,FID-011.txt,0.05,0.94,True,False
org-060.txt,FID-012.txt,0.19,0.92,True,False
org-060.txt,FID-013.txt,0.03,0.89,True,False
org-060.txt,FID-014.txt,0.03,0.93,True,False
org-060.txt,FID-015.txt,0.03,0.9,True,False
org-060.txt,FID-016.txt,0.13,0.85,True,False
org-060.txt,FID-017.txt,0.02,0.92,True,False
org-060.txt,FID-018.txt,0.03,0.9,True,False
org-060.txt,FID-019.txt,0.04,0.91,False,False
org-060.txt,FID-020.txt,0.01,0.92,True,False
org-060.txt,FID-021.txt,0.02,0.87,True,False
org-060.txt,FID-022.txt,0.04,0.91,True,False
org-060.txt,FID-023.txt,0.09,0.91,False,False
org-060.txt,FID-024.txt,0.06,0.93,True,False
org-060.txt,FID-025.txt,0.03,0.92,False,False
org-060.txt,FID-026.txt,0.03,0.85,True,False
org-060.txt,FID-027.txt,0.04,0.9,True,False
org-060.txt,FID-028.txt,0.01,0.86,True,False
org-060.txt,FID-029.txt,0.03,0.87,False,False
org-060.txt,FID-030.txt,0.03,0.94,True,False
org-061.txt,FID-001.txt,0.04,0.88,False,False
org-061.txt,FID-002.txt,0.07,0.92,False,True
org-061.txt,FID-003.txt,0.01,0.89,False,False
org-061.txt,FID-004.txt,0.12,0.91,True,False
org-061.txt,FID-005.txt,0.06,0.9,False,False
org-061.txt,FID-006.txt,0.17,0.94,False,False
org-061.txt,FID-007.txt,0.26,0.95,False,False
org-061.txt,FID-008.txt,0.11,0.88,False,False
org-061.txt,FID-009.txt,0.1,0.93,True,False
org-061.txt,FID-010.txt,0.03,0.88,False,False
org-061.txt,FID-011.txt,0.08,0.91,False,False
org-061.txt,FID-012.txt,0.04,0.91,False,False
org-061.txt,FID-013.txt,0.06,0.92,False,False
org-061.txt,FID-014.txt,0.19,0.93,False,False
org-061.txt,FID-015.txt,0.09,0.89,False,False
org-061.txt,FID-016.txt,0.06,0.85,False,False
org-061.txt,FID-017.txt,0.07,0.92,False,False
org-061.txt,FID-018.txt,0.08,0.91,False,False
org-061.txt,FID-019.txt,0.05,0.91,True,False
org-061.txt,FID-020.txt,0.07,0.9,False,False
org-061.txt,FID-021.txt,0.0,0.82,False,False
org-061.txt,FID-022.txt,0.25,0.92,False,False
org-061.txt,FID-023.txt,0.18,0.9,True,False
org-061.txt,FID-024.txt,0.05,0.91,False,False
org-061.txt,FID-025.txt,0.03,0.91,True,False
org-061.txt,FID-026.txt,0.18,0.89,False,False
org-061.txt,FID-027.txt,0.02,0.91,False,False
org-061.txt,FID-028.txt,0.05,0.86,False,False
org-061.txt,FID-029.txt,0.08,0.9,True,False
org-061.txt,FID-030.txt,0.07,0.92,False,False
org-062.txt,FID-001.txt,0.02,0.88,False,False
org-062.txt,FID-002.txt,0.06,0.87,False,True
org-062.txt,FID-003.txt,0.05,0.89,False,False
org-062.txt,FID-004.txt,0.08,0.86,True,False
org-062.txt,FID-005.txt,0.05,0.88,False,False
org-062.txt,FID-006.txt,0.05,0.9,False,False
org-062.txt,FID-007.txt,0.04,0.9,False,False
org-062.txt,FID-008.txt,0.05,0.84,False,False
org-062.txt,FID-009.txt,0.04,0.88,True,False
org-062.txt,FID-010.txt,0.09,0.88,False,False
org-062.txt,FID-011.txt,0.04,0.89,False,False
org-062.txt,FID-012.txt,0.03,0.88,False,False
org-062.txt,FID-013.txt,0.03,0.85,False,False
org-062.txt,FID-014.txt,0.06,0.89,False,False
org-062.txt,FID-015.txt,0.02,0.88,False,False
org-062.txt,FID-016.txt,0.13,0.9,False,False
org-062.txt,FID-017.txt,0.01,0.83,False,False
org-062.txt,FID-018.txt,0.12,0.92,False,False
org-062.txt,FID-019.txt,0.02,0.86,True,False
org-062.txt,FID-020.txt,0.07,0.91,False,False
org-062.txt,FID-021.txt,0.01,0.83,False,False
org-062.txt,FID-022.txt,0.14,0.93,False,False
org-062.txt,FID-023.txt,0.05,0.88,True,False
org-062.txt,FID-024.txt,0.03,0.86,False,False
org-062.txt,FID-025.txt,0.04,0.88,True,False
org-062.txt,FID-026.txt,0.11,0.85,False,False
org-062.txt,FID-027.txt,0.05,0.88,False,False
org-062.txt,FID-028.txt,0.05,0.86,False,False
org-062.txt,FID-029.txt,0.07,0.9,True,False
org-062.txt,FID-030.txt,0.03,0.86,False,False
org-063.txt,FID-001.txt,0.02,0.89,False,False
org-063.txt,FID-002.txt,0.23,0.92,False,True
org-063.txt,FID-003.txt,0.02,0.9,False,False
org-063.txt,FID-004.txt,0.03,0.87,True,False
org-063.txt,FID-005.txt,0.04,0.89,False,False
org-063.txt,FID-006.txt,0.15,0.95,False,False
org-063.txt,FID-007.txt,0.04,0.94,False,False
org-063.txt,FID-008.txt,0.23,0.9,False,False
org-063.txt,FID-009.txt,0.09,0.92,True,False
org-063.txt,FID-010.txt,0.01,0.87,False,False
org-063.txt,FID-011.txt,0.09,0.93,False,False
org-063.txt,FID-012.txt,0.04,0.93,False,False
org-063.txt,FID-013.txt,0.07,0.92,False,False
org-063.txt,FID-014.txt,0.09,0.92,False,False
org-063.txt,FID-015.txt,0.05,0.89,False,False
org-063.txt,FID-016.txt,0.07,0.86,False,False
org-063.txt,FID-017.txt,0.02,0.89,False,False
org-063.txt,FID-018.txt,0.03,0.89,False,False
org-063.txt,FID-019.txt,0.04,0.91,True,False
org-063.txt,FID-020.txt,0.04,0.9,False,False
org-063.txt,FID-021.txt,0.01,0.84,False,False
org-063.txt,FID-022.txt,0.03,0.92,False,False
org-063.txt,FID-023.txt,0.08,0.9,True,False
org-063.txt,FID-024.txt,0.12,0.92,False,False
org-063.txt,FID-025.txt,0.02,0.9,True,False
org-063.txt,FID-026.txt,0.04,0.85,False,False
org-063.txt,FID-027.txt,0.01,0.9,False,False
org-063.txt,FID-028.txt,0.04,0.87,False,False
org-063.txt,FID-029.txt,0.08,0.91,True,False
org-063.txt,FID-030.txt,0.05,0.9,False,False
org-064.txt,FID-001.txt,0.02,0.77,True,False
org-064.txt,FID-002.txt,0.01,0.75,True,True
org-064.txt,FID-003.txt,0.01,0.76,True,False
org-064.txt,FID-004.txt,0.02,0.73,False,False
org-064.txt,FID-005.txt,0.02,0.78,True,False
org-064.txt,FID-006.txt,0.05,0.79,True,False
org-064.txt,FID-007.txt,0.06,0.8,True,False
org-064.txt,FID-008.txt,0.04,0.72,True,False
org-064.txt,FID-009.txt,0.03,0.78,False,False
org-064.txt,FID-010.txt,0.13,0.83,True,False
org-064.txt,FID-011.txt,0.08,0.81,True,False
org-064.txt,FID-012.txt,0.05,0.79,True,False
org-064.txt,FID-013.txt,0.05,0.77,True,False
org-064.txt,FID-014.txt,0.05,0.79,True,False
org-064.txt,FID-015.txt,0.03,0.77,True,False
org-064.txt,FID-016.txt,0.18,0.91,True,False
org-064.txt,FID-017.txt,0.01,0.74,True,False
org-064.txt,FID-018.txt,0.1,0.83,True,False
org-064.txt,FID-019.txt,0.03,0.75,False,False
org-064.txt,FID-020.txt,0.08,0.81,True,False
org-064.txt,FID-021.txt,0.01,0.74,True,False
org-064.txt,FID-022.txt,0.04,0.79,True,False
org-064.txt,FID-023.txt,0.05,0.78,False,False
org-064.txt,FID-024.txt,0.02,0.73,True,False
org-064.txt,FID-025.txt,0.03,0.76,False,False
org-064.txt,FID-026.txt,0.09,0.77,True,False
org-064.txt,FID-027.txt,0.04,0.77,True,False
org-064.txt,FID-028.txt,0.07,0.78,True,False
org-064.txt,FID-029.txt,0.11,0.81,False,False
org-064.txt,FID-030.txt,0.04,0.78,True,False
org-065.txt,FID-001.txt,0.03,0.93,True,False
org-065.txt,FID-002.txt,0.04,0.88,True,True
org-065.txt,FID-003.txt,0.03,0.87,True,False
org-065.txt,FID-004.txt,0.05,0.88,False,False
org-065.txt,FID-005.txt,0.05,0.91,True,False
org-065.txt,FID-006.txt,0.03,0.9,True,False
org-065.txt,FID-007.txt,0.03,0.9,True,False
org-065.txt,FID-008.txt,0.01,0.82,True,False
org-065.txt,FID-009.txt,0.09,0.92,False,False
org-065.txt,FID-010.txt,0.13,0.88,True,False
org-065.txt,FID-011.txt,0.06,0.93,True,False
org-065.txt,FID-012.txt,0.08,0.91,True,False
org-065.txt,FID-013.txt,0.04,0.89,True,False
org-065.txt,FID-014.txt,0.07,0.91,True,False
org-065.txt,FID-015.txt,0.02,0.9,True,False
org-065.txt,FID-016.txt,0.13,0.92,True,False
org-065.txt,FID-017.txt,0.01,0.86,True,False
org-065.txt,FID-018.txt,0.05,0.92,True,False
org-065.txt,FID-019.txt,0.03,0.9,False,False
org-065.txt,FID-020.txt,0.03,0.93,True,False
org-065.txt,FID-021.txt,0.01,0.89,True,False
org-065.txt,FID-022.txt,0.03,0.88,True,False
org-065.txt,FID-023.txt,0.03,0.89,False,False
org-065.txt,FID-024.txt,0.02,0.88,True,False
org-065.txt,FID-025.txt,0.04,0.89,False,False
org-065.txt,FID-026.txt,0.06,0.86,True,False
org-065.txt,FID-027.txt,0.04,0.91,True,False
org-065.txt,FID-028.txt,0.06,0.89,True,False
org-065.txt,FID-029.txt,0.06,0.88,False,False
org-065.txt,FID-030.txt,0.03,0.9,True,False
org-066.txt,FID-001.txt,0.03,0.93,False,False
org-066.txt,FID-002.txt,0.03,0.9,False,True
org-066.txt,FID-003.txt,0.03,0.91,False,False
org-066.txt,FID-004.txt,0.02,0.86,True,False
org-066.txt,FID-005.txt,0.06,0.9,False,False
org-066.txt,FID-006.txt,0.02,0.91,False,False
org-066.txt,FID-007.txt,0.0,0.92,False,False
org-066.txt,FID-008.txt,0.01,0.85,False,False
org-066.txt,FID-009.txt,0.06,0.93,True,False
org-066.txt,FID-010.txt,0.09,0.88,False,False
org-066.txt,FID-011.txt,0.12,0.94,False,False
org-066.txt,FID-012.txt,0.1,0.93,False,False
org-066.txt,FID-013.txt,0.07,0.9,False,False
org-066.txt,FID-014.txt,0.13,0.92,False,False
org-066.txt,FID-015.txt,0.03,0.91,False,False
org-066.txt,FID-016.txt,0.22,0.91,False,False
org-066.txt,FID-017.txt,0.01,0.88,False,False
org-066.txt,FID-018.txt,0.14,0.91,False,False
org-066.txt,FID-019.txt,0.01,0.91,True,False
org-066.txt,FID-020.txt,0.05,0.93,False,False
org-066.txt,FID-021.txt,0.01,0.91,False,False
org-066.txt,FID-022.txt,0.1,0.93,False,False
org-066.txt,FID-023.txt,0.04,0.89,True,False
org-066.txt,FID-024.txt,0.0,0.9,False,False
org-066.txt,FID-025.txt,0.03,0.9,True,False
org-066.txt,FID-026.txt,0.1,0.85,False,False
org-066.txt,FID-027.txt,0.1,0.92,False,False
org-066.txt,FID-028.txt,0.11,0.9,False,False
org-066.txt,FID-029.txt,0.15,0.89,True,False
org-066.txt,FID-030.txt,0.02,0.9,False,False
org-067.txt,FID-001.txt,0.01,0.91,False,False
org-067.txt,FID-002.txt,0.03,0.92,False,True
org-067.txt,FID-003.txt,0.03,0.9,False,False
org-067.txt,FID-004.txt,0.04,0.89,True,False
org-067.txt,FID-005.txt,0.05,0.89,False,False
org-067.txt,FID-006.txt,0.03,0.93,False,False
org-067.txt,FID-007.txt,0.03,0.93,False,False
org-067.txt,FID-008.txt,0.05,0.89,False,False
org-067.txt,FID-009.txt,0.05,0.92,True,False
org-067.txt,FID-010.txt,0.06,0.88,False,False
org-067.txt,FID-011.txt,0.05,0.93,False,False
org-067.txt,FID-012.txt,0.03,0.92,False,False
org-067.txt,FID-013.txt,0.03,0.91,False,False
org-067.txt,FID-014.txt,0.04,0.93,False,False
org-067.txt,FID-015.txt,0.04,0.92,False,False
org-067.txt,FID-016.txt,0.11,0.89,False,False
org-067.txt,FID-017.txt,0.01,0.88,False,False
org-067.txt,FID-018.txt,0.05,0.91,False,False
org-067.txt,FID-019.txt,0.05,0.92,True,False
org-067.txt,FID-020.txt,0.05,0.92,False,False
org-067.txt,FID-021.txt,0.02,0.86,False,False
org-067.txt,FID-022.txt,0.06,0.92,False,False
org-067.txt,FID-023.txt,0.06,0.91,True,False
org-067.txt,FID-024.txt,0.03,0.9,False,False
org-067.txt,FID-025.txt,0.03,0.91,True,False
org-067.txt,FID-026.txt,0.04,0.85,False,False
org-067.txt,FID-027.txt,1.0,1.0,False,False
org-067.txt,FID-028.txt,0.03,0.88,False,False
org-067.txt,FID-029.txt,0.06,0.9,True,False
org-067.txt,FID-030.txt,0.01,0.91,False,False
org-068.txt,FID-001.txt,0.0,0.86,False,False
org-068.txt,FID-002.txt,0.13,0.91,False,True
org-068.txt,FID-003.txt,0.01,0.87,False,False
org-068.txt,FID-004.txt,0.03,0.85,True,False
org-068.txt,FID-005.txt,0.05,0.85,False,False
org-068.txt,FID-006.txt,0.11,0.92,False,False
org-068.txt,FID-007.txt,0.02,0.9,False,False
org-068.txt,FID-008.txt,0.11,0.87,False,False
org-068.txt,FID-009.txt,0.05,0.88,True,False
org-068.txt,FID-010.txt,0.06,0.85,False,False
org-068.txt,FID-011.txt,0.07,0.89,False,False
org-068.txt,FID-012.txt,0.11,0.91,False,False
org-068.txt,FID-013.txt,0.03,0.89,False,False
org-068.txt,FID-014.txt,0.08,0.9,False,False
org-068.txt,FID-015.txt,0.02,0.87,False,False
org-068.txt,FID-016.txt,0.1,0.83,False,False
org-068.txt,FID-017.txt,0.01,0.87,False,False
org-068.txt,FID-018.txt,0.09,0.87,False,False
org-068.txt,FID-019.txt,0.05,0.9,True,False
org-068.txt,FID-020.txt,0.01,0.86,False,False
org-068.txt,FID-021.txt,0.01,0.82,False,False
org-068.txt,FID-022.txt,0.04,0.89,False,False
org-068.txt,FID-023.txt,0.05,0.86,True,False
org-068.txt,FID-024.txt,0.06,0.87,False,False
org-068.txt,FID-025.txt,0.01,0.89,True,False
org-068.txt,FID-026.txt,0.04,0.83,False,False
org-068.txt,FID-027.txt,0.06,0.91,False,False
org-068.txt,FID-028.txt,0.06,0.85,False,False
org-068.txt,FID-029.txt,0.11,0.87,True,False
org-068.txt,FID-030.txt,0.02,0.88,False,False
org-069.txt,FID-001.txt,0.01,0.62,True,False
org-069.txt,FID-002.txt,0.02,0.62,True,True
org-069.txt,FID-003.txt,0.01,0.59,True,False
org-069.txt,FID-004.txt,0.0,0.59,False,False
org-069.txt,FID-005.txt,0.02,0.64,True,False
org-069.txt,FID-006.txt,0.0,0.62,True,False
org-069.txt,FID-007.txt,0.0,0.64,True,False
org-069.txt,FID-008.txt,0.01,0.59,True,False
org-069.txt,FID-009.txt,0.03,0.66,False,False
org-069.txt,FID-010.txt,0.02,0.64,True,False
org-069.txt,FID-011.txt,0.03,0.64,True,False
org-069.txt,FID-012.txt,0.06,0.63,True,False
org-069.txt,FID-013.txt,0.04,0.62,True,False
org-069.txt,FID-014.txt,0.05,0.64,True,False
org-069.txt,FID-015.txt,0.01,0.65,True,False
org-069.txt,FID-016.txt,0.05,0.67,True,False
org-069.txt,FID-017.txt,0.01,0.6,True,False
org-069.txt,FID-018.txt,0.05,0.66,True,False
org-069.txt,FID-019.txt,0.01,0.61,False,False
org-069.txt,FID-020.txt,0.0,0.63,True,False
org-069.txt,FID-021.txt,0.0,0.67,True,False
org-069.txt,FID-022.txt,0.02,0.64,True,False
org-069.txt,FID-023.txt,0.02,0.62,False,False
org-069.txt,FID-024.txt,0.01,0.58,True,False
org-069.txt,FID-025.txt,0.01,0.57,False,False
org-069.txt,FID-026.txt,0.03,0.63,True,False
org-069.txt,FID-027.txt,0.0,0.64,True,False
org-069.txt,FID-028.txt,0.03,0.6,True,False
org-069.txt,FID-029.txt,0.05,0.64,False,False
org-069.txt,FID-030.txt,0.0,0.61,True,False
org-070.txt,FID-001.txt,0.01,0.89,True,False
org-070.txt,FID-002.txt,0.09,0.9,True,True
org-070.txt,FID-003.txt,0.0,0.9,True,False
org-070.txt,FID-004.txt,0.04,0.87,False,False
org-070.txt,FID-005.txt,0.05,0.89,True,False
org-070.txt,FID-006.txt,0.1,0.92,True,False
org-070.txt,FID-007.txt,0.05,0.91,True,False
org-070.txt,FID-008.txt,0.09,0.87,True,False
org-070.txt,FID-009.txt,0.16,0.94,False,False
org-070.txt,FID-010.txt,0.18,0.94,True,False
org-070.txt,FID-011.txt,0.1,0.93,True,False
org-070.txt,FID-012.txt,0.08,0.9,True,False
org-070.txt,FID-013.txt,0.08,0.89,True,False
org-070.txt,FID-014.txt,0.07,0.91,True,False
org-070.txt,FID-015.txt,0.09,0.93,True,False
org-070.txt,FID-016.txt,0.13,0.92,True,False
org-070.txt,FID-017.txt,0.04,0.87,True,False
org-070.txt,FID-018.txt,0.11,0.92,True,False
org-070.txt,FID-019.txt,0.02,0.87,False,False
org-070.txt,FID-020.txt,0.03,0.91,True,False
org-070.txt,FID-021.txt,0.01,0.86,True,False
org-070.txt,FID-022.txt,0.05,0.92,True,False
org-070.txt,FID-023.txt,0.06,0.88,False,False
org-070.txt,FID-024.txt,0.05,0.89,True,False
org-070.txt,FID-025.txt,0.02,0.87,False,False
org-070.txt,FID-026.txt,0.07,0.84,True,False
org-070.txt,FID-027.txt,0.04,0.9,True,False
org-070.txt,FID-028.txt,0.07,0.88,True,False
org-070.txt,FID-029.txt,0.13,0.91,False,False
org-070.txt,FID-030.txt,0.06,0.89,True,False
org-071.txt,FID-001.txt,0.01,0.85,False,False
org-071.txt,FID-002.txt,0.05,0.87,False,True
org-071.txt,FID-003.txt,0.07,0.87,False,False
org-071.txt,FID-004.txt,0.01,0.84,True,False
org-071.txt,FID-005.txt,0.02,0.84,False,False
org-071.txt,FID-006.txt,0.02,0.89,False,False
org-071.txt,FID-007.txt,0.02,0.89,False,False
org-071.txt,FID-008.txt,0.02,0.85,False,False
org-071.txt,FID-009.txt,0.04,0.89,True,False
org-071.txt,FID-010.txt,0.0,0.83,False,False
org-071.txt,FID-011.txt,0.09,0.89,False,False
org-071.txt,FID-012.txt,0.04,0.9,False,False
org-071.txt,FID-013.txt,0.05,0.87,False,False
org-071.txt,FID-014.txt,0.06,0.89,False,False
org-071.txt,FID-015.txt,0.04,0.85,False,False
org-071.txt,FID-016.txt,0.03,0.83,False,False
org-071.txt,FID-017.txt,0.01,0.84,False,False
org-071.txt,FID-018.txt,0.01,0.85,False,False
org-071.txt,FID-019.txt,0.08,0.93,True,False
org-071.txt,FID-020.txt,0.01,0.87,False,False
org-071.txt,FID-021.txt,0.0,0.8,False,False
org-071.txt,FID-022.txt,0.02,0.89,False,False
org-071.txt,FID-023.txt,0.04,0.86,True,False
org-071.txt,FID-024.txt,0.02,0.84,False,False
org-071.txt,FID-025.txt,0.04,0.88,True,False
org-071.txt,FID-026.txt,0.02,0.81,False,False
org-071.txt,FID-027.txt,0.02,0.88,False,False
org-071.txt,FID-028.txt,0.05,0.85,False,False
org-071.txt,FID-029.txt,0.03,0.86,True,False
org-071.txt,FID-030.txt,0.03,0.89,False,False
org-072.txt,FID-001.txt,0.01,0.91,True,False
org-072.txt,FID-002.txt,0.06,0.92,True,True
org-072.txt,FID-003.txt,0.04,0.89,True,False
org-072.txt,FID-004.txt,0.04,0.9,False,False
org-072.txt,FID-005.txt,0.03,0.9,True,False
org-072.txt,FID-006.txt,0.08,0.93,True,False
org-072.txt,FID-007.txt,0.06,0.92,True,False
org-072.txt,FID-008.txt,0.03,0.86,True,False
org-072.txt,FID-009.txt,0.05,0.91,False,False
org-072.txt,FID-010.txt,0.03,0.84,True,False
org-072.txt,FID-011.txt,0.02,0.9,True,False
org-072.txt,FID-012.txt,0.05,0.93,True,False
org-072.txt,FID-013.txt,0.02,0.88,True,False
org-072.txt,FID-014.txt,0.06,0.91,True,False
org-072.txt,FID-015.txt,0.03,0.87,True,False
org-072.txt,FID-016.txt,0.03,0.86,True,False
org-072.txt,FID-017.txt,0.04,0.88,True,False
org-072.txt,FID-018.txt,0.04,0.88,True,False
org-072.txt,FID-019.txt,0.09,0.94,False,False
org-072.txt,FID-020.txt,0.03,0.92,True,False
org-072.txt,FID-021.txt,0.0,0.83,True,False
org-072.txt,FID-022.txt,0.03,0.9,True,False
org-072.txt,FID-023.txt,0.05,0.89,False,False
org-072.txt,FID-024.txt,0.02,0.88,True,False
org-072.txt,FID-025.txt,0.04,0.93,False,False
org-072.txt,FID-026.txt,0.06,0.85,True,False
org-072.txt,FID-027.txt,0.01,0.91,True,False
org-072.txt,FID-028.txt,0.05,0.87,True,False
org-072.txt,FID-029.txt,0.03,0.87,False,False
org-072.txt,FID-030.txt,0.06,0.92,True,False
org-073.txt,FID-001.txt,0.04,0.87,False,False
org-073.txt,FID-002.txt,0.02,0.9,False,True
org-073.txt,FID-003.txt,0.07,0.9,False,False
org-073.txt,FID-004.txt,0.08,0.93,True,False
org-073.txt,FID-005.txt,0.02,0.91,False,False
org-073.txt,FID-006.txt,0.1,0.93,False,False
org-073.txt,FID-007.txt,0.05,0.94,False,False
org-073.txt,FID-008.txt,0.02,0.85,False,False
org-073.txt,FID-009.txt,0.06,0.93,True,False
org-073.txt,FID-010.txt,0.07,0.89,False,False
org-073.txt,FID-011.txt,0.03,0.91,False,False
org-073.txt,FID-012.txt,0.03,0.91,False,False
org-073.txt,FID-013.txt,0.03,0.89,False,False
org-073.txt,FID-014.txt,0.05,0.92,False,False
org-073.txt,FID-015.txt,0.08,0.91,False,False
org-073.txt,FID-016.txt,0.04,0.86,False,False
org-073.txt,FID-017.txt,0.04,0.87,False,False
org-073.txt,FID-018.txt,0.04,0.88,False,False
org-073.txt,FID-019.txt,0.09,0.89,True,False
org-073.txt,FID-020.txt,0.03,0.93,False,False
org-073.txt,FID-021.txt,0.0,0.79,False,False
org-073.txt,FID-022.txt,0.04,0.88,False,False
org-073.txt,FID-023.txt,0.03,0.9,True,False
org-073.txt,FID-024.txt,0.02,0.88,False,False
org-073.txt,FID-025.txt,0.02,0.89,True,False
org-073.txt,FID-026.txt,0.06,0.86,False,False
org-073.txt,FID-027.txt,0.03,0.9,False,False
org-073.txt,FID-028.txt,0.07,0.85,False,False
org-073.txt,FID-029.txt,0.05,0.89,True,False
org-073.txt,FID-030.txt,0.03,0.93,False,False
org-074.txt,FID-001.txt,0.04,0.84,False,False
org-074.txt,FID-002.txt,0.05,0.91,False,True
org-074.txt,FID-003.txt,0.09,0.87,False,False
org-074.txt,FID-004.txt,0.05,0.86,True,False
org-074.txt,FID-005.txt,0.03,0.84,False,False
org-074.txt,FID-006.txt,0.06,0.91,False,False
org-074.txt,FID-007.txt,0.04,0.9,False,False
org-074.txt,FID-008.txt,0.02,0.87,False,False
org-074.txt,FID-009.txt,0.05,0.87,True,False
org-074.txt,FID-010.txt,0.03,0.82,False,False
org-074.txt,FID-011.txt,0.04,0.88,False,False
org-074.txt,FID-012.txt,0.07,0.92,False,False
org-074.txt,FID-013.txt,0.03,0.9,False,False
org-074.txt,FID-014.txt,0.04,0.9,False,False
org-074.txt,FID-015.txt,0.05,0.86,False,False
org-074.txt,FID-016.txt,0.05,0.81,False,False
org-074.txt,FID-017.txt,0.03,0.86,False,False
org-074.txt,FID-018.txt,0.04,0.86,False,False
org-074.txt,FID-019.txt,0.16,0.94,True,False
org-074.txt,FID-020.txt,0.01,0.87,False,False
org-074.txt,FID-021.txt,0.01,0.77,False,False
org-074.txt,FID-022.txt,0.07,0.89,False,False
org-074.txt,FID-023.txt,0.06,0.86,True,False
org-074.txt,FID-024.txt,0.01,0.86,False,False
org-074.txt,FID-025.txt,0.05,0.91,True,False
org-074.txt,FID-026.txt,0.04,0.84,False,False
org-074.txt,FID-027.txt,0.06,0.9,False,False
org-074.txt,FID-028.txt,0.07,0.84,False,False
org-074.txt,FID-029.txt,0.03,0.86,True,False
org-074.txt,FID-030.txt,0.04,0.89,False,False
org-075.txt,FID-001.txt,0.02,0.89,False,False
org-075.txt,FID-002.txt,0.04,0.92,False,True
org-075.txt,FID-003.txt,0.05,0.89,False,False
org-075.txt,FID-004.txt,0.06,0.89,True,False
org-075.txt,FID-005.txt,0.03,0.88,False,False
org-075.txt,FID-006.txt,0.04,0.93,False,False
org-075.txt,FID-007.txt,0.04,0.92,False,False
org-075.txt,FID-008.txt,0.03,0.88,False,False
org-075.txt,FID-009.txt,0.05,0.91,True,False
org-075.txt,FID-010.txt,0.02,0.85,False,False
org-075.txt,FID-011.txt,0.07,0.93,False,False
org-075.txt,FID-012.txt,0.07,0.93,False,False
org-075.txt,FID-013.txt,0.04,0.9,False,False
org-075.txt,FID-014.txt,0.03,0.91,False,False
org-075.txt,FID-015.txt,0.04,0.9,False,False
org-075.txt,FID-016.txt,0.02,0.85,False,False
org-075.txt,FID-017.txt,0.02,0.88,False,False
org-075.txt,FID-018.txt,0.0,0.88,False,False
org-075.txt,FID-019.txt,0.15,0.96,True,False
